Symbol,Name,InstrumentToken,ISIN
JSWDULUX,JSW DULUX,375553,INE133A01011
JSWENERGY,JSW ENERGY,4574465,INE121E01018
JSWHL,JSW HOLDINGS,3041281,INE824G01012
JSWINFRA,JSW INFRASTRUCTURE,4869121,INE880J01026
JSWSTEEL,JSW STEEL,3001089,INE019A01038
JTEKTINDIA,JTEKT INDIA,828673,INE643A01035
JTLIND,JTL INDUSTRIES,1865473,INE391J01032
JUBLCPL,JUBILANT AGRI N CON PRO L,7575041,INE03CC01015
JUBLFOOD,JUBILANT FOODWORKS,4632577,INE797F01020
JUBLINGREA,JUBILANT INGREVIA,712449,INE0BY001018
JUBLPHARMA,JUBILANT PHARMOVA,931073,INE700A01033
JUNIORBEES,NIPPON INDIA ETF NIFTY NEXT 50 JUNIOR BEES,2800385,INF732E01045
JUNIPER,JUNIPER HOTELS,5842945,INE696F01016
JUSTDIAL,JUSTDIAL,7670273,INE599M01018
JWL,JUPITER WAGONS,5177345,INE209L01016
JYOTHYLAB,JYOTHY LABS,3877377,INE668F01031
JYOTICNC,JYOTI CNC AUTOMATION,5461505,INE980O01024
JYOTISTRUC,JYOTI STRUCTURES,461313,INE197A01024
KABRAEXTRU,KABRA EXTRUSION TECHNIK L,462081,INE900B01029
KAJARIACER,KAJARIA CERAMICS,462849,INE217B01036
KALAMANDIR,SAI SILKS (KALAMANDIR) L,4801281,INE438K01021
KALPATARU,KALPATARU,194190849,INE227J01012
KALYANIFRG,KALYANI FORGE,3879937,INE314G01014
KALYANKJIL,KALYAN JEWELLERS IND,756481,INE303R01014
KAMAHOLD,KAMA HOLDINGS,195259393,INE411F01010
KAMATHOTEL,KAMAT HOTELS (I),467457,INE967C01018
KAMOPAINTS,KAMDHENU VENTURES,3536385,INE0BTI01037
KANANIIND,KANANI INDUSTRIES,6601217,INE879E01037
KANPRPLA,KANPUR PLASTIPACK,456193,INE694E01014
KANSAINER,KANSAI NEROLAC PAINTS,306177,INE531A01024
KAPSTON,KAPSTON SERVICES,4855553,INE542Z01028
KARMAENG,KARMA ENERGY,6242561,INE725L01011
KARURVYSYA,KARUR VYSYA BANK,470529,INE036D01028
KAUSHALYA,KAUSHALYA INFRA DEV,3874817,INE234I01028
KAVDEFENCE,KAVVERI DFS & WIR TEC,3902465,INE641C01019
KAYA,KAYA,2630657,INE587G01015
KAYNES,KAYNES TECHNOLOGY IND,3095553,INE918Z01012
KCP,KCP,471297,INE805C01028
KCPSUGIND,KCP SUGAR IND CORP,1231105,INE790B01024
KDDL,KDDL,3816449,INE291D01011
KEC,KEC INTL.,3394561,INE389H01022
KEEPLEARN,DSJ KEEP LEARNING,199169,INE055C01020
KEI,KEI INDUSTRIES,3407361,INE878B01027
KELLTONTEC,KELLTON TECH SOL,3438081,INE164B01030
KENNAMET,KENNAMETAL INDIA,3031297,INE717A01029
KERNEX,KERNEX MICROSYS(I),3358977,INE202H01019
KEYFINSERV,KEYNOTE FIN SERV,1064193,INE681C01015
KFINTECH,KFIN TECHNOLOGIES,3419905,INE138Y01010
KHANDSE,KHANDWALA SECURITIES,2468097,INE060B01014
KICL,KALYANI INVEST CO,5406465,INE029L01018
KILITCH,KILITCH DRUGS INDIA,5103873,INE729D01010
KIMS,KRISHNA INST OF MED SCI L,1240833,INE967H01025
KINGFA,KINGFA SCI & TEC IND,4849665,INE473D01015
KIOCL,KIOCL,4896257,INE880L01014
KIRANVYPAR,KIRAN VYAPAR,195261953,INE555P01013
KIRIINDUS,KIRI INDUSTRIES,4259585,INE415I01015
KIRLFER,KIRLOSKAR FERROUS IND,3703297,INE884B01025
KIRLOSBROS,KIRLOSKAR BROTHERS,4756737,INE732A01036
KIRLOSENG,KIRLOSKAR OIL ENG,5359617,INE146L01010
KIRLOSIND,KIRLOSKAR INDUSTRIES,4870401,INE250A01039
KIRLPNU,KIRLOSKAR PNEUMATIC COM L,3886081,INE811A01020
KISSHT,ONEMI TECHNOLOGY SOL,195403265,INE12F801023
KITEX,KITEX GARMENTS,7398145,INE602G01020
KKCL,KEWAL KIRAN CLOTHING,3425537,INE401H01017
KLBRENG-B,KILBURN ENGINEERING,195263233,INE338F01015
KMEW,KNOWLEDGE MARINE & EN W L,6933505,INE0CJD01029
KMSUGAR,K M SUGAR MILLS,3754753,INE157H01023
KNAGRI,KN AGRI RESOURCES,194796289,INE0KNW01016
KNRCON,KNR CONSTRU,3912449,INE634I01029
KOCONSINAV,KOTAKMAMC - KOCONSINAV,2693889,
KOHINOOR,KOHINOOR FOODS,770305,INE080B01012
KOKMNCINAV,KOTAKMAMC - KOTAKMNCINAV,2734081,
KOKUYOCMLN,KOKUYO CAMLIN,4307713,INE760A01029
KOLTEPATIL,KOLTE PATIL DEV.,3871745,INE094I01018
KOTAKAINAV,KOTAKALPHA INAV,2580481,
KOTAKBANK,KOTAK MAHINDRA BANK,492033,INE237A01036
KOTAKBINAV,KOTAKBKETF INAV,2579201,
KOTAKGINAV,KOTAKGOLD NAV,2112513,
KOTAKIINAV,KOTAKIT INAV,2579969,
KOTAKLINAV,KOTAKLOVOL INAV,2580993,
KOTAKMINAV,KOTAKMID50 INAV,2580225,
KOTAKNINAV,KOTAKNIFTY INAV,2580737,
KOTAKPINAV,KOTAKPSUBK INAV,2579713,
KOTAKSINAV,KOTAKMAMC - KOTAKSINAV,3350785,
KOTAKVINAV,KOTAKNV20 INAV,2579457,
KOTARISUG,KOTHARI SUG & CHEM,2981633,INE419A01022
KOTHARIPET,KOTHARI PETROCHEM,1176065,INE720A01015
KOTHARIPRO,KOTHARI PRODUCTS,1415169,INE823A01017
KOTIC,KOTHARI INDUSTRIAL CORP L,195264513,INE972A01020
KOTLIQINAV,KOTAKMAMC - KOTLIQINAV,3572737,
KOTYARK,KOTYARK INDUSTRIES,194901761,INE0J0B01017
KOVAI,KOVAI MEDICAL CENTER & HO,1329153,INE177F01017
KPEL,K.P. ENERGY,6932225,INE127T01021
KPIGREEN,KPI GREEN ENERGY,1307649,INE542W01025
KPIL,KALPATARU PROJECT INT,464385,INE220B01022
KPITTECH,KPIT TECHNOLOGIES,2478849,INE04I401011
KPL,KWALITY PHARMACEUTICALS L,195265793,INE552U01010
KPRMILL,KPR MILL,3817473,INE930H01031
KRBL,KRBL,2707713,INE001B01026
KREBSBIO,KREBS BIOCHEMICALS & IND,495873,INE268B01013
KRISHANA,KRISHANA PHOSCHEM,3288833,INE506W01012
KRISHIVAL,KRISHIVAL FOODS,193736193,INE0GGO01015
KRISHNADEF,KRISHNA DEF AND ALD IND L,194865153,INE0J5601015
KRITIKA,KRITIKA WIRES,2377729,INE00Z501029
KRONOX,KRONOX LAB SCIENCES,6150401,INE0ATZ01017
KROSS,KROSS,6464513,INE0O6601022
KRSNAA,KRSNAA DIAGNOSTICS,1371905,INE08LI01020
KRYSTAL,KRYSTAL INTEGRATED SER L,5932801,INE0QN801017
KSB,KSB,498945,INE999A01023
KSCL,KAVERI SEED CO.,3832833,INE455I01029
KSHINTL,KSH INTERNATIONAL,194670849,INE987S01020
KSL,KALYANI STEELS,4835585,INE907A01026
KSOLVES,KSOLVES INDIA,2831361,INE0D6I01023
KSR,KSR FOOTWEAR,194556673,INE1SPP01016
KTKBANK,KARNATAKA BANK,2061825,INE614B01018
KUANTUM,KUANTUM PAPERS,3550721,INE529I01021
KWIL,KWALITY WALL'S (INDIA) L,194802177,INE2KCE01013
LAGNAM,LAGNAM SPINTEX,1501441,INE548Z01017
LAHOTIOV,LAHOTI OVERSEAS,195267073,INE515C01023
LAL,LORENZINI APPARELS,3820545,INE740X01023
LALPATHLAB,DR. LAL PATH LABS,2983425,INE600L01024
LAMBODHARA,LAMBODHARA TEXTILES,1640193,INE112F01022
LANCORHOL,LANCOR HOLDINGS,5894913,INE572G01025
LANDMARK,LANDMARK CARS,3398657,INE559R01029
LANDSMILL,LANDSMILL GREEN,4448257,INE688J01023
LAOPALA,LA OPALA RG,3692289,INE059D01020
LASA,LASA SUPERGENERICS,5558529,INE670X01014
LATENTVIEW,LATENT VIEW ANALYTICS,1745409,INE0I7C01011
LAURUSLABS,LAURUS LABS,4923905,INE947Q01028
LAXMICOT,LAXMI COTSPIN,1681409,INE801V01019
LAXMIDENTL,LAXMI DENTAL,7467777,INE0WO601020
LCCINFOTEC,LCC INFOTECH,1927425,INE938A01021
LEMERITE,LE MERITE EXPORTS,194636801,INE0G1L01025
LEMONTREE,LEMON TREE HOTELS,667137,INE970X01018
LENSKART,LENSKART SOLUTIONS,194458881,INE956O01016
LEXUS,LEXUS GRANITO (INDIA),3701505,INE500X01013
LFIC,LAKSHMI FIN IND CORP,2022913,INE850E01012
LGBBROSLTD,LG BALAKRISHNAN & BROS,4690177,INE337A01034
LGEINDIA,LG ELECTRONICS INDIA,194614529,INE324D01010
LGHL,LAXMI GOLDORNA HOUSE,5088257,INE258Y01016
LIBAS,LIBAS CONSU PRODUCTS,2836993,INE908V01012
LIBERTSHOE,LIBERTY SHOES,510465,INE557B01019
LICHSGFIN,LIC HOUSING FINANCE,511233,INE115A01026
LICI,LIFE INSURA CORP OF INDIA,2426881,INE0J1Y01017
LICMFGOLD,LIC MF GOLD ETF,6563841,INF767K01SM1
LICN50INAV,LICNETFN50 INAV,2585089,
LICNETFGSC,LIC MF NIFTY 8-13 YR G-SEC ETF,1551873,INF767K01MV5
LICNETFN50,LIC MF NIFTY 50 ETF,2897665,INF767K01OS7
LICNETFSEN,LIC MF BSE SENSEX ETF,2928897,INF767K01OT5
LICNETINAV,LICNETFSEN INAV,2586625,
LICNFNHGP,LIC MF NIFTY 100 ETF,3898625,INF767K01PC8
LICNFNINAV,LICNFNHGP INAV,2581761,
LICNGSINAV,LICNETFGSC INAV,2585857,
LICNMDINAV,LICNAMC - LICNMDINAV,5818625,
LICNMID100,LIC MF NIFTY MIDCAP 100 ETF,5816833,INF767K01RN1
LINC,LINC,1779457,INE802B01027
LINCOLN,LINCOLN PHARMA,2968577,INE405C01035
LINDEINDIA,LINDE INDIA,416513,INE473A01011
LIQADDINAV,DSPAMC - LIQADDINAV,5994497,
LIQCASINAV,ZERODHAAMC - LIQCASINAV,5573633,
LIQETFINAV,BFAM - LIQETFINAV,6123009,
LIQGRBINAV,NIPPONAMC - LIQGRBINAV,7816193,
LIQGRWBEES,NIPPON INDIA NIFTY 1D RATE LIQUID ETF - GROWTH,193977601,INF204KC1FU1
LIQIDINAV,MIRAEAMC - LIQIDINAV,4499201,
LIQPLSINAV,MIRAEAMC - LIQPLSINAV,6931969,
LIQSBIINAV,SBIAMC - LIQSBIINAV,5047041,
LIQSHRINAV,SHRIRAM - LIQSHRINAV,6240513,
LIQUID,MIRAE ASSET NIFTY 1D RATE LIQUID ETF-IDCW,4498433,INF769K01KS1
LIQUID1,KOTAK NIFTY 1D RATE LIQUID ETF,3571201,INF174KA1LV5
LIQUIDADD,DSP BSE LIQUID RATE ETF,5992193,INF740KA1UM0
LIQUIDBEES,NIPPON INDIA ETF NIFTY 1D RATE LIQUID BEES,2817537,INF732E01037
LIQUIDBETF,BAJAJ FINSERV NIFTY 1D RATE LIQUID ETF - GROWTH,6122241,INF0QA701854
LIQUIDCASE,ZERODHA NIFTY 1D RATE LIQUID ETF,5568001,INF0R8F01034
LIQUIDETF,DSP NIFTY 1D RATE LIQUID ETF,493313,INF740KA1EU7
LIQUIDIETF,ICICI PRUDENTIAL BSE LIQUID RATE ETF - IDCW,1238529,INF109KC1KT9
LIQUIDINAV,LIQUIDBEES INAV,2593793,
LIQUIDPLUS,MIRAE ASSET NIFTY 1D RATE LIQUID ETF - GROWTH,6931201,INF769K01MY5
LIQUIDSBI,SBI NIFTY 1D RATE LIQUID ETF - IDCW,5044481,INF200KA13Z8
LIQUIDSHRI,SHRIRAM NIFTY 1D RATE LIQUID ETF,6239745,INF680P01422
LIQUIEINAV,LIQUIDETF INAV,2561793,
LLOYDSENGG,LLOYDS ENGG WORK,4557057,INE093R01011
LLOYDSENT,LLOYDS ENTERPRISES,6606593,INE080I01025
LLOYDSME,LLOYDS METALS N ENERGY L,4432129,INE281B01032
LMW,LMW,506625,INE269B01029
LODHA,LODHA DEVELOPERS,824321,INE670K01029
LORDSCHLO,LORDS CHLORO ALKALI,4667393,INE846D01012
LOTUSDEV,SRI LOTUS DEVLPRS N RTY L,194085121,INE0V9Q01010
LOTUSEYE,LOTUS EYE HOSP & INST L,4302593,INE947I01017
LOVABLE,LOVABLE LINGERIE,5738241,INE597L01014
LOWVOL,MIRAE ASSET NIFTY 100 LOW VOLATILITY 30 ETF,3785217,INF769K01JU9
LOWVOL1,KOTAK NIFTY 100 LOW VOLATILITY 30 ETF,2209793,INF174KA1IY5
LOWVOLIETF,ICICI PRUDENTIAL NIFTY 100 LOW VOLATILITY 30 ETF,5441025,INF109KC19U5
LPDC,LANDMARK PR.DEV.CO.LTD,4316929,INE197J01017
LT,LARSEN & TOUBRO,2939649,INE018A01030
LTCASEINAV,ZERODHAAMC - LTCASEINAV,7817985,
LTF,L&T FINANCE,6386689,INE498L01015
LTFOODS,LT FOODS,3536897,INE818H01020
LTGILTBEES,NIPPON INDIA ETF LONG TERM GILT,4531201,INF204KB1882
LTGILTCASE,ZERODHA NIFTY 8-13 YR G-SEC ETF,194228481,INF0R8F01133
LTGILTINAV,LTGILTBEES INAV,2594049,
LTM,LTM,4561409,INE214T01019
LTTS,L&T TECHNOLOGY SER.,4752385,INE010V01017
LUMAXIND,LUMAX INDUSTRIES,516609,INE162B01018
LUMAXTECH,LUMAX AUTO TECH,3587585,INE872H01027
LUPIN,LUPIN,2672641,INE326A01037
LUXIND,LUX INDUSTRIES,2893057,INE150G01020
LXCHEM,LAXMI ORGANIC INDUS,727297,INE576O01020
LYKALABS,LYKA LABS,519169,INE933A01014
LYPSAGEMS,LYPSA GEMS & JEWEL,8055809,INE142K01011
M&M,MAHINDRA & MAHINDRA,519937,INE101A01026
M&MFIN,M&M FIN. SERVICES,3400961,INE774D01024
MAANALU,MAAN ALUMINIUM,3844353,INE215I01027
MACPOWER,MACPOWER CNC MACHINES,5720833,INE155Z01011
MADHAV,MADHAV MARBLE & GRANITE,3878657,INE925C01016
MADHAVIPL,MADHAV INFRA PROJECTS L,195268353,INE631R01026
MADRASFERT,MADRAS FERTILISERS,1257217,INE414A01015
MAESGEINAV,MAESGETF INAV,2590721,
MAFANG,MIRAE ASSET NYSE FANG+ ETF,897793,INF769K01HF4
MAFANGINAV,MAFANG INAV,2590209,
MAFATIND,MAFATLAL INDUSTRIES,195269633,INE270B01035
MAFSETINAV,MAFSETF INAV,2587649,
MAG813INAV,MIRAEAMC - MAG813INAV,3827969,
MAGADSUGAR,MAGADH SUGAR & ENERGY,5476353,INE347W01011
MAGNUM,MAGNUM VENTURES,3828993,INE387I01016
MAGOLDINAV,MIRAEAMC - MAGOLDINAV,3657985,
MAHABANK,BANK OF MAHARASHTRA,2912513,INE457A01014
MAHAPEXLTD,MAHA RASHTRA APEX COPR. L,1341185,INE843B01013
MAHASTEEL,MAHAMAYA STEEL INDS,4486913,INE451L01014
MAHEPC,MAHINDRA EPC IRRIG,4506369,INE215D01010
MAHKTECH,MIRAE ASSET HANG SENG TECH ETF,1810945,INF769K01HS7
MAHKTEINAV,MAHKTECH INAV,2586881,
MAHLIFE,MAHINDRA LIFESPACE DEVLTD,2060801,INE813A01018
MAHLOG,MAHINDRA LOGISTIC,98561,INE766P01016
MAHSCOOTER,MAHARASHTRA SCOOTERS,533761,INE288A01013
MAHSEAMLES,MAHARASHTRA SEAMLESS,534529,INE271B01025
MAITHANALL,MAITHAN ALLOYS,6281729,INE683C01011
MAJESAUT,MAJESTIC AUTO,195270913,INE201B01022
MAKEINDIA,MIRAE ASSET NIFTY INDIA MANUFACTURING ETF,2042625,INF769K01IB1
MALLCOM,MALLCOM (INDIA),2039041,INE389C01015
MALUPAPER,MALU PAPER MILLS,3418113,INE383H01017
MAM150INAV,MAM150ETF INAV,2588161,
MAMATA,MAMATA MACHINERY,7343873,INE0TO701015
MAMFGEINAV,MAMFGETF INAV,2587905,
MAN50EINAV,MAN50ETF INAV,2587137,
MANAKALUCO,MANAK ALUMINIUM CO.,1899521,INE859Q01017
MANAKCOAT,MAN COAT METAL & IND,1897729,INE830Q01018
MANAKSIA,MANAKSIA,3890945,INE015D01022
MANALIPETC,MANALI PETROCHEMICALS LT,3531777,INE201A01024
MANAPPURAM,MANAPPURAM FINANCE,4879617,INE522D01027
MANBA,MANBA FINANCE,6552833,INE939X01013
MANCREDIT,MANGAL CREDIT N FINCORP L,6354689,INE545L01039
MANGALAM,MANGALAM DRUG & CHEM,3025153,INE584F01014
MANGLMCEM,MANGALAM CEMENT,539137,INE347A01017
MANINDS,MAN INDUSTRIES (I),3042305,INE993A01026
MANINFRA,MAN INFRA,4665857,INE949H01023
MANKIND,MANKIND PHARMA,3937281,INE634S01028
MANOMAY,MANOMAY TEX INDIA,3520769,INE784W01015
MANORAMA,MANORAMA INDUSTRIES,2618113,INE00VM01036
MANUFGBEES,NIPPON INDIA NIFTY INDIA MANUFACTURING ETF,194218753,INF204KC1GH6
MANXT5INAV,MANXT50 INAV,2589953,
MANYAVAR,VEDANT FASHIONS,2090753,INE825V01034
MAPMYINDIA,C.E. INFO SYSTEMS,1850113,INE0BV301023
MARATHON,MARATHON NXTGEN REALT,4776705,INE182D01020
MARICO,MARICO,1041153,INE196A01026
MARINE,MARINE ELECTRICAL (I),339969,INE01JE01028
MARKOLINES,MARKOLINES PAVEMENT TEC L,194612225,INE0FW001016
MARKSANS,MARKSANS PHARMA,2708225,INE750C01026
MARSONS,MARSONS,194914817,INE415B01044
MARUTI,MARUTI SUZUKI INDIA,2815745,INE585B01010
MASFIN,MAS FINANCIAL SERV,50945,INE348L01012
MASILINAV,MIRAEAMC - MASILINAV,4295681,
MASPTOINAV,MASPTOP50 INAV,2590465,
MASPTOP50,MIRAE ASSET S&P 500 TOP 50 ETF,1480193,INF769K01HP3
MASTEK,MASTEK,543745,INE759A01021
MASTERTR,MASTER TRUST,6924033,INE677D01037
MATRIMONY,MATRIMONY.COM,5561857,INE866R01028
MAXESTATES,MAX ESTATES,5029377,INE03EI01018
MAXHEALTH,MAX HEALTHCARE INS,5728513,INE027H01010
MAXIND,MAX INDIA,5741569,INE0CG601016
MAYURUNIQ,MAYUR UNIQUOTERS,7399937,INE040D01038
MAZDA,MAZDA,4829697,INE885E01042
MAZDOCK,MAZAGON DOCK SHIPBUIL,130305,INE249Z01020
MBAPL,MADHYA BHARAT AGRO P.,3247617,INE900L01010
MBEL,M AND B ENGINEERING,194086401,INE08N601015
MCCHRLS-B,MAC CHARLES (INDIA),195272193,INE435D01014
MCL,M TEK COPPER,5724161,INE813V01022
MCLOUD,MAGELLANIC CLOUD,7547393,INE613C01026
MCX,MULTI COMMODITY EXCHANGE,7982337,INE745G01043
MD150CINAV,ZERODHAAMC - MD150CINAV,6166273,
MEDANTA,GLOBAL HEALTH,3060737,INE474Q01031
MEDIASSIST,MEDI ASSIST HEALTH SER L,5556481,INE456Z01021
MEDICAMEQ,MEDICAMEN BIOTECH,1607169,INE646B01010
MEDICO,MEDICO REMEDIES,2474753,INE630Y01024
MEDPLUS,MEDPLUS HEALTH SERV,1857025,INE804L01022
MEESHO,MEESHO,194618625,INE0VDM01015
MEGASTAR,MEGASTAR FOODS,2087169,INE00EM01016
MENNPIS,MENON PISTONS,195273473,INE650G01029
MENONBE,MENON BEARINGS,1782017,INE071D01033
MERCANTILE,MERCANTILE VENTURES,195274753,INE689O01013
METAL,MIRAE ASSET NIFTY METAL ETF,6590465,INF769K01LY7
METALIETF,ICICI PRUDENTIAL NIFTY METAL ETF,6364417,INF109KC19W1
METALIINAV,ICICIPRAMC - METALIINAV,6368257,
METALINAV,MIRAEAMC - METALINAV,6591233,
METROBRAND,METRO BRANDS,1853953,INE317I01021
METROGLOBL,METROGLOBAL,195276033,INE085D01033
METROPOLIS,METROPOLIS HEALTHCARE,2452737,INE112L01020
MFML,MAHALAXMI FABRIC MILLS LT,6383873,INE0US801024
MFSL,MAX FINANCIAL SERV,548353,INE180A01020
MGBEESINAV,NIPPONAMC - MGBEESINAV,7818497,
MGL,MAHANAGAR GAS,4488705,INE002S01010
MHLXMIRU,MAHALAXMI RUBTECH,2018817,INE112D01035
MHRIL,MAHINDRA HOLIDAYS,4437249,INE998I01010
MICEL,MIC ELECTRONICS,1835265,INE287C01037
MID150,KOTAK NIFTY MIDCAP 150 ETF,7800065,INF174KA1VW2
MID150BEES,NIPPON INDIA ETF NIFTY MIDCAP 150,2177537,INF204KB1V68
MID150CASE,ZERODHA NIFTY MIDCAP 150 ETF,6163713,INF0R8F01059
MID150INAV,MID150BEES INAV,2594305,
MID15INAV,KOTAKMAMC - MID15INAV,7801601,
MIDADDINAV,DSPAMC - MIDADDINAV,7830273,
MIDCAP,KOTAK NIFTY MIDCAP 50 ETF,2067713,INF174KA1ZC5
MIDCAPADD,DSP NIFTY MIDCAP 150 ETF,194651137,INF740KA1WW5
MIDCAPBETA,UTI NIFTY MIDCAP 150 ETF,4696833,INF789F1AYX9
MIDCAPETF,MIRAE ASSET NIFTY MIDCAP 150 ETF,2153729,INF769K01IC9
MIDCAPIETF,ICICI PRUDENTIAL NIFTY MIDCAP 150 ETF,4390913,INF109KC11W8
MIDHANI,MISHRA DHATU NIGAM,630529,INE099Z01011
MIDQ50ADD,DSP NIFTY MIDCAP 150 QUALITY 50 ETF,1908737,INF740KA1QL0
MIDSELIETF,ICICI PRUDENTIAL BSE MIDCAP SELECT ETF,4531713,INF109KC10W0
MIDSMAINAV,MIRAEAMC - MIDSMAINAV,6107649,
MIDSMALL,MIRAE ASSET NIFTY MIDSMALLCAP400 MOMENTUM QUALITY 100 ETF,6106881,INF769K01LJ8
MIDWESTLTD,MIDWEST,194436353,INE0XAD01024
MINDACORP,MINDA CORPORATION,6629633,INE842C01021
MINDTECK,MINDTECK (INDIA),4620545,INE110B01017
MINFRAINAV,MOTILALAMC - MINFRAINAV,7809025,
MIRZAINT,MIRZA INTERNATIONAL LIMIT,1124865,INE771A01026
MITTAL,MITTAL LIFE STYLE,4751873,INE997Y01027
MKPL,M K PROTEINS,4284417,INE964W01021
MMFL,MM FORGINGS,3544065,INE227C01017
MMP,MMP INDUSTRIES,4197121,INE511Y01018
MMTC,MMTC,4596993,INE123F01029
MNC,KOTAK NIFTY MNC ETF,2733057,INF174KA1JF2
MNV30FINAV,MIRAEAMC - MNV30FINAV,3791617,
MOALPHA50,MOTILAL OSWAL NIFTY ALPHA 50 ETF,193963265,INF247L01FR8
MOALPHINAV,MOTILALAMC - MOALPHINAV,7815425,
MOBANK10,MOTILALAMC - MOBANK10,194993409,INF247L01GV8
MOBIKWIK,ONE MOBIKWIK SYSTEMS,7179777,INE0HLU01028
MOBK10INAV,MOTILALAMC - MOBK10INAV,7838721,
MOCAPIINAV,MOTILALAMC - MOCAPIINAV,7697409,
MOCAPITAL,MOTILAL OSWAL NIFTY CAPITAL MARKET ETF,7696641,INF247L01EV3
MODEFENCE,MOTILAL OSWAL NIFTY INDIA DEFENCE ETF,6385665,INF247L01DJ0
MODEFINAV,MOTILALAMC - MODEFINAV,6386433,
MODIRUBBER,MODI RUBBER,570625,INE832A01018
MODIS,MODIS NAVNIRMAN,194496513,INE0L0L01012
MODTHREAD,MODERN THREADS INDIA,573697,INE794W01014
MOENERGY,MOTILAL OSWAL NIFTY ENERGY ETF,194399745,INF247L01GH7
MOENERINAV,MOTILALAMC - MOENERINAV,7821057,
MOGOLD,MOTILAL OSWAL GOLD ETF,193994497,INF247L01FY4
MOGOLDINAV,MOTILALAMC - MOGOLDINAV,7816449,
MOGSEC,MOTILAL OSWAL NIFTY 5 YEAR BENCHMARK G-SEC ETF,385793,INF247L01AK4
MOGSECINAV,MOGSEC INAV,2590977,
MOHEALTH,MOTILAL OSWAL BSE HEALTHCARE ETF,2690049,INF247L01BB1
MOHITIND,MOHIT INDUSTRIES,7532289,INE954E01012
MOHLTHINAV,MOTILALAMC - MOHLTHINAV,2708993,
MOIL,MOIL,5332481,INE490G01020
MOINFRA,MOTILAL OSWAL BSE INDIA INFRASTRUCTURE ETF,193799937,INF247L01FL1
MOIPO,MOTILAL OSWAL BSE SELECT IPO ETF,194532097,INF247L01GI5
MOIPOINAV,MOTILALAMC - MOIPOINAV,7827457,
MOKSH,MOKSH ORNAMENTS,918017,INE514Y01020
MOL,MEGHMANI ORGANICS,1380865,INE0CT101020
MOLDTECH,MOLD-TEK TECHNOLOGIES,4512001,INE835B01035
MOLDTKPAC,MOLD-TEK PACKAGING,1718529,INE893J01029
MOLOWVINAV,MOLOWVOL INAV,2593537,
MOLOWVOL,MOTILAL OSWAL BSE LOW VOLATILITY ETF,2215425,INF247L01BL0
MOM100,MOTILAL OSWAL NIFTY MIDCAP 100 ETF,5484289,INF247L01023
MOM100INAV,MOM100 INAV,2591233,
MOM30IETF,ICICI PRUDENTIAL NIFTY 200 MOMENTUM 30 ETF,2709761,INF109KC17C7
MOM50,MOTILAL OSWAL NIFTY 50 ETF,4937985,INF247L01536
MOM50INAV,MOM50 INAV,2592513,
MOME30INAV,KOTAKMAMC - MOME30INAV,7821313,
MOME50INAV,MOTILALAMC - MOME50INAV,6558977,
MOMENTUM,ADITYA BIRLA SUN LIFE NIFTY 200 MOMENTUM 30 ETF,2737409,INF209KB14K7
MOMENTUM30,KOTAK NIFTY 200 MOMENTUM 30 ETF,194428929,INF174KA1XS6
MOMENTUM50,MOTILAL OSWAL NIFTY 500 MOMENTUM 50 ETF,6555137,INF247L01DK8
MOMGF,MOTILAL OSWAL NIFTY INDIA MANUFACTURING ETF,193817345,INF247L01FK3
MOMGFINAV,MOTILALAMC - MOMGFINAV,7809793,
MOMIDMINAV,MOTILALAMC - MOMIDMINAV,7814657,
MOMIDMTM,MOTILAL OSWAL NIFTY MIDCAP150 MOMENTUM 50 ETF,194001153,INF247L01FQ0
MOMNC,MOTILAL OSWAL NIFTY MNC ETF,194573825,INF247L01GK1
MOMNCINAV,MOTILALAMC - MOMNCINAV,7828993,
MOMNTMINAV,BIRLASLAMC - MOMNTMINAV,2743041,
MOMOMEINAV,MOMOMENTUM INAV,2593025,
MOMOMENTUM,MOTILAL OSWAL NIFTY 200 MOMENTUM 30 ETF,2094593,INF247L01BK2
MON100,MOTILAL OSWAL NASDAQ 100 ETF,5821185,INF247L01AP3
MON100INAV,MON100 INAV,2593281,
MON500INAV,MOTILALAMC - MON500INAV,4927489,
MON50EINAV,MOTILALAMC - MON50EINAV,7808257,
MON50EQUAL,MOTILAL OSWAL NIFTY 50 EQUAL WEIGHT ETF,193766401,INF247L01FC0
MONARCH,MONARCH NETWORTH CAP,1965825,INE903D01011
MONEXT50,MOTILAL OSWAL NIFTY NEXT 50 ETF,193834753,INF247L01FD8
MONEYBOXX,MONEYBOXX FINANCE,194401537,INE296Q01012
MONIFTY100,MOTILAL OSWAL NIFTY 100 ETF,194398977,INF247L01GG9
MONIFTY500,MOTILAL OSWAL NIFTY 500 ETF,4924673,INF247L01BU1
MONQ50,MOTILAL OSWAL NASDAQ Q 50 ETF,1900033,INF247L01AU3
MONQ50INAV,MONQ50 INAV,2592769,
MONT50INAV,MOTILALAMC - MONT50INAV,7808513,
MONTECARLO,MONTE CARLO FASHIONS,1520129,INE950M01013
MOPSE,MOTILAL OSWAL NIFTY PSE ETF,193902337,INF247L01FO5
MOPSEINAV,MOTILALAMC - MOPSE,7812353,
MOQLTYINAV,MOTILALAMC - MOQLTYINAV,2772481,
MOQUALITY,MOTILAL OSWAL BSE QUALITY ETF,2770433,INF247L01BH8
MOREALINAV,MOTILALAMC - MOREALINAV,5935873,
