symbol,name,sector,market_cap
TFCILTD,Tourism Finance Corporation of India Limited,Financial Services,34172350464.0
TFL,Transwarranty Finance Limited,Financial Services,687850048.0
TGBHOTELS,TGB Banquets And Hotels Limited,Consumer Cyclical,266506256.0
THACKER,Thacker & Company Limited,,
THAKDEV,Thakkers Developers Limited,,
THANGAMAYL,Thangamayil Jewellery Limited,Consumer Cyclical,173008748544.0
THEINVEST,The Investment Trust Of India Limited,Financial Services,5187652096.0
THEJO,Thejo Engineering Limited,Industrials,19673405440.0
THELEELA,Leela Palaces Hotels & Resorts Limited,Consumer Cyclical,164323966976.0
THEMISMED,Themis Medicare Limited,Healthcare,11267710976.0
THERMAX,Thermax Limited,Industrials,550086049792.0
THOMASCOOK,Thomas Cook  (India)  Limited,Consumer Cyclical,53650374656.0
THOMASCOTT,Thomas Scott (India) Limited,Consumer Cyclical,4547817984.0
THYROCARE,Thyrocare Technologies Limited,Healthcare,86822707200.0
TI,Tilaknagar Industries Limited,Consumer Defensive,108878749696.0
TICL,Twamev Construction and Infrastructure Limited,Industrials,3025600000.0
TIGERLOGS,Tiger Logistics (India) Limited,Industrials,3963630336.0
TIIL,Technocraft Industries (India) Limited,Industrials,59516096512.0
TIINDIA,Tube Investments of India Limited,Industrials,634652459008.0
TIJARIA,Tijaria Polypipes Limited,Industrials,136371328.0
TIL,TIL Limited,Industrials,17406674944.0
TIMETECHNO,Time Technoplast Limited,Consumer Cyclical,88617426944.0
TIMEX,Timex Group India Limited,Consumer Cyclical,49415024640.0
TIMKEN,Timken India Limited,Industrials,286613471232.0
TINNARUBR,Tinna Rubber and Infrastructure Limited,Basic Materials,16724026368.0
TIPSFILMS,Tips Films Limited,Communication Services,1484262912.0
TIPSMUSIC,Tips Music Limited,Communication Services,84598947840.0
TIRUMALCHM,Thirumalai Chemicals Limited,Basic Materials,20919523328.0
TIRUPATIFL,Tirupati Forge Limited,Industrials,5736580096.0
TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,Industrials,124640567296.0
TITAN,Titan Company Limited,Consumer Cyclical,3913643720704.0
TMB,Tamilnad Mercantile Bank Limited,Financial Services,121582247936.0
TMCV,Tata Motors Limited,Consumer Cyclical,1492328644608.0
TMPV,Tata Motors Passenger Vehicles Limited,Consumer Cyclical,1319469318144.0
TNPETRO,Tamilnadu PetroProducts Limited,Basic Materials,8143318016.0
TNPL,Tamil Nadu Newsprint & Papers Limited,Basic Materials,10183647232.0
TNTELE,Tamilnadu Telecommunication Limited,Technology,424833312.0
TOKYOPLAST,Tokyo Plast International Limited,Consumer Cyclical,803818432.0
TOLINS,Tolins Tyres Limited,Consumer Cyclical,4323056128.0
TORNTPHARM,Torrent Pharmaceuticals Limited,Healthcare,1542397362176.0
TORNTPOWER,Torrent Power Limited,Utilities,738168340480.0
TOTAL,Total Transport Systems Limited,Industrials,819250240.0
TOUCHWOOD,Touchwood Entertainment Limited,Communication Services,828766400.0
TPHQ,Teamo Productions HQ Limited,Industrials,548109824.0
TPLPLASTEH,TPL Plastech Limited,Consumer Cyclical,5755061248.0
TRACXN,Tracxn Technologies Limited,Technology,3280652032.0
TRANSPEK,Transpek Industry Limited,Basic Materials,5748108800.0
TRANSRAILL,Transrail Lighting Limited,Industrials,69933973504.0
TRANSWORLD,TRANSWORLD SHIPPING LINES LIMITED,Industrials,3776695552.0
TRAVELFOOD,Travel Food Services Limited,Consumer Cyclical,179742507008.0
TREEHOUSE,Tree House Education & Accessories Limited,Consumer Defensive,294482656.0
TREJHARA,TREJHARA SOLUTIONS LIMITED,Technology,3544680448.0
TREL,Transindia Real Estate Limited,Real Estate,6429851648.0
TRENT,Trent Limited,Consumer Cyclical,1706503307264.0
TRF,TRF Limited,Industrials,2867859712.0
TRIDENT,Trident Limited,Consumer Cyclical,133045706752.0
TRIGYN,Trigyn Technologies Limited,Technology,1749861248.0
TRITURBINE,Triveni Turbine Limited,Industrials,230823526400.0
TRIVENI,Triveni Engineering & Industries Limited,Consumer Defensive,92894019584.0
TRU,TruCap Finance Limited,Financial Services,689398912.0
TRUALT,TruAlt Bioenergy Limited,Energy,41041190912.0
TSFINV,TSF INVESTMENTS LIMITED,Financial Services,88045010944.0
TTKHLTCARE,TTK Healthcare Limited,Healthcare,13189253120.0
TTKPRESTIG,TTK Prestige Limited,Consumer Cyclical,76692545536.0
TTL,T T Limited,Consumer Cyclical,1782345600.0
TTML,Tata Teleservices (Maharashtra) Limited,Communication Services,86798794752.0
TVSELECT,TVS Electronics Limited,Technology,9091973120.0
TVSHLTD,TVS Holdings Limited,Consumer Cyclical,274306859008.0
TVSMOTOR,TVS Motor Company Limited,Consumer Cyclical,1665335296000.0
TVSSCS,TVS Supply Chain Solutions Limited,Industrials,60666662912.0
TVSSRICHAK,TVS Srichakra Limited,Consumer Cyclical,32312750080.0
TVTODAY,TV Today Network Limited,Communication Services,6866067456.0
TVVISION,TV Vision Limited,Communication Services,201471392.0
UBL,United Breweries Limited,Consumer Defensive,353271709696.0
UCAL,UCAL LIMITED,Consumer Cyclical,2543066880.0
UCOBANK,UCO Bank,Financial Services,341326790656.0
UDS,Updater Services Limited,Industrials,12158453760.0
UEL,Ujaas Energy Limited,Technology,19007854592.0
UFBL,United Foodbrands Limited,Consumer Cyclical,25712979968.0
UFLEX,UFLEX Limited,Consumer Cyclical,30946232320.0
UFO,UFO Moviez India Limited,Communication Services,2949921536.0
UGARSUGAR,The Ugar Sugar Works Limited,Consumer Defensive,4476375040.0
UGROCAP,Ugro Capital Limited,Financial Services,14998842368.0
UJJIVANSFB,Ujjivan Small Finance Bank Limited,Financial Services,109245562880.0
ULTRACEMCO,UltraTech Cement Limited,Basic Materials,3353827868672.0
ULTRAMAR,Ultramarine & Pigments Limited,Basic Materials,
UMAEXPORTS,Uma Exports Limited,Consumer Defensive,786078592.0
UMESLTD,Usha Martin Education & Solutions Limited,Consumer Defensive,150495040.0
UMIYA-MRO,UMIYA BUILDCON LIMITED,Real Estate,1756726272.0
UNICHEMLAB,Unichem Laboratories Limited,Healthcare,31978293248.0
UNIDT,United Drilling Tools Limited,Energy,4395627008.0
UNIECOM,Unicommerce Esolutions Limited,Technology,10057935872.0
UNIENTER,Uniphos Enterprises Limited,Basic Materials,7672297984.0
UNIINFO,Uniinfo Telecom Services Limited,Communication Services,128210504.0
UNIMECH,Unimech Aerospace and Manufacturing Limited,Industrials,59599183872.0
UNIONBANK,Union Bank of India,Financial Services,1332980219904.0
UNIPARTS,Uniparts India Limited,Industrials,30720659456.0
UNITDSPR,United Spirits Limited,Consumer Defensive,977190780928.0
UNITECH,Unitech Limited,Real Estate,12662897664.0
UNITEDPOLY,United Polyfab Gujarat Limited,Consumer Cyclical,7638275584.0
UNITEDTEA,The United Nilgiri Tea Estates Company Limited,Consumer Defensive,2458060800.0
UNIVASTU,Univastu India Limited,Industrials,3303585536.0
UNIVCABLES,Universal Cables Limited,Industrials,45690347520.0
UNIVPHOTO,Universus Photo Imagings Limited,Healthcare,3779862272.0
UNOMINDA,UNO Minda Limited,Consumer Cyclical,646301286400.0
UPL,UPL Limited,Basic Materials,514651226112.0
URAVIDEF,Uravi Defence and Technology Limited,Consumer Cyclical,1301310080.0
URBANCO,Urban Company Limited,Technology,199587659776.0
URJA,Urja Global Limited,Technology,5599920640.0
USHAMART,Usha Martin Limited,Basic Materials,145046732800.0
USK,Udayshivakumar Infra Limited,Industrials,1360678656.0
UTIAMC,UTI Asset Management Company Limited,Financial Services,121533554688.0
UTKARSHBNK,Utkarsh Small Finance Bank Limited,Financial Services,26070022144.0
UTLSOLAR,Fujiyama Power Systems Limited,Technology,98745638912.0
UTTAMSUGAR,Uttam Sugar Mills Limited,Consumer Defensive,8905250816.0
UYFINCORP,U. Y. Fincorp Limited,Financial Services,2754651136.0
V2RETAIL,V2 Retail Limited,Consumer Cyclical,87505715200.0
VADILALIND,Vadilal Industries Limited,Consumer Defensive,45856915456.0
VAIBHAVGBL,Vaibhav Global Limited,Consumer Cyclical,41217372160.0
VAISHALI,Vaishali Pharma Limited,Healthcare,978465984.0
VAKRANGEE,Vakrangee Limited,Technology,6802444800.0
VALIANTLAB,Valiant Laboratories Limited,Healthcare,3657946880.0
VALIANTORG,Valiant Organics Limited,Basic Materials,8069647872.0
VAML,Vedanta Aluminium Metal Limited,Basic Materials,1846548496384.0
VARDHACRLC,Vardhman Acrylics Limited,Consumer Cyclical,3576990208.0
VARDMNPOLY,Vardhman Polytex Limited,Consumer Cyclical,3429434880.0
VARROC,Varroc Engineering Limited,Consumer Cyclical,94315388928.0
VASCONEQ,Vascon Engineers Limited,Industrials,8338957824.0
VASWANI,Vaswani Industries Limited,Basic Materials,1821853952.0
VBL,Varun Beverages Limited,Consumer Defensive,1741375012864.0
VCL,Vaxtex Cotfab Limited,Consumer Cyclical,226015232.0
VEDL,Vedanta Limited,Basic Materials,1116773285888.0
VEDPOWER,Vedanta Power Limited,Utilities,176428793856.0
VEEDOL,Veedol Corporation Limited,Basic Materials,25235668992.0
VELJAN,Veljan Denison Limited,,
VENKEYS,Venky's (India) Limited,Consumer Defensive,20392826880.0
VENTIVE,Ventive Hospitality Limited,Consumer Cyclical,152082300928.0
VENUSPIPES,Venus Pipes & Tubes Limited,Basic Materials,34939789312.0
VENUSREM,Venus Remedies Limited,Healthcare,22884403200.0
VERANDA,Veranda Learning Solutions Limited,Consumer Defensive,23694899200.0
VERTOZ,Vertoz Limited,Technology,3537044992.0
VESUVIUS,Vesuvius India Limited,Industrials,97827102720.0
VETO,Veto Switchgears And Cables Limited,Industrials,2484944384.0
VGL,VARVEE GLOBAL LIMITED,Consumer Cyclical,3597217024.0
VGUARD,V-Guard Industries Limited,Industrials,136588558336.0
VHL,Vardhman Holdings Limited,Financial Services,11649425408.0
VHLTD,Viceroy Hotels Limited,Consumer Cyclical,9037940736.0
VIDHIING,Vidhi Specialty Food Ingredients Limited,Basic Materials,14234324992.0
VIDYAWIRES,Vidya Wires Limited,Industrials,22949500928.0
VIJAYA,Vijaya Diagnostic Centre Limited,Healthcare,135936868352.0
VIJIFIN,Viji Finance Limited,Financial Services,706800000.0
VIKASECO,Vikas EcoTech Limited,Basic Materials,2246256640.0
VIKASLIFE,Vikas Lifecare Limited,Consumer Defensive,2767926272.0
VIKRAMSOLR,Vikram Solar Limited,Technology,72003436544.0
VIKRAN,Vikran Engineering Limited,Industrials,18853296128.0
VIMTALABS,Vimta Labs Limited,Healthcare,25604616192.0
VINATIORGA,Vinati Organics Limited,Basic Materials,141159890944.0
VINCOFE,Vintage Coffee And Beverages Limited,Consumer Defensive,23817142272.0
VINDHYATEL,Vindhya Telelinks Limited,Industrials,26454681600.0
VINEETLAB,Vineet Laboratories Limited,Basic Materials,655125760.0
VINNY,Vinny Overseas Limited,Consumer Cyclical,548990976.0
VINYLINDIA,Vinyl Chemicals (India) Limited,Basic Materials,4670462464.0
VIPCLOTHNG,VIP Clothing Limited,Consumer Cyclical,2253238016.0
VIPIND,VIP Industries Limited,Consumer Cyclical,44774739968.0
VIPULLTD,Vipul Limited,Real Estate,1621034112.0
VIRINCHI,Virinchi Limited,Technology,1929550336.0
VISACHROME,VISA Chrome Limited,Basic Materials,6371001344.0
VISAKAIND,Visaka Industries Limited,Industrials,6886458880.0
VISHNU,Vishnu Chemicals Limited,Basic Materials,42472574976.0
VISHWARAJ,Vishwaraj Sugar Industries Limited,Consumer Defensive,1228548224.0
VISL,Vedanta Iron and Steel Limited,Basic Materials,110194737152.0
VITAL,Vital Chemtech Limited,Basic Materials,1318508032.0
VIVIANA,Viviana Power Tech Limited,Industrials,8726845440.0
VIVIDHA,Visagar Polytex Limited,Consumer Cyclical,163912304.0
VIVIMEDLAB,Vivimed Labs Limited,Healthcare,499141760.0
VIYASH,Viyash Scientific Limited,Healthcare,119154458624.0
VLEGOV,VL E-Governance & IT Solutions Limited,Technology,1442402688.0
VLSFINANCE,VLS Finance Limited,Financial Services,7732330496.0
VMART,V-Mart Retail Limited,Consumer Cyclical,61701406720.0
VMM,Vishal Mega Mart Limited,Consumer Cyclical,559528345600.0
VMSTMT,VMS TMT Limited,Basic Materials,2208588800.0
VOGL,Vedanta Oil and Gas Limited,Basic Materials,141408518144.0
VOLTAMP,Voltamp Transformers Limited,Industrials,109876985856.0
VOLTAS,Voltas Limited,Consumer Cyclical,439944347648.0
VPRPL,Vishnu Prakash R Punglia Limited,Industrials,3860604672.0
VRAJ,Vraj Iron and Steel Limited,Basic Materials,4040370944.0
VRLLOG,VRL Logistics Limited,Industrials,42084593664.0
VSSL,Vardhman Special Steels Limited,Basic Materials,27748790272.0
VSTIND,VST Industries Limited,Consumer Defensive,45251203072.0
VSTL,Vibhor Steel Tubes Limited,Basic Materials,2234344704.0
VSTTILLERS,V.S.T Tillers Tractors Limited,Industrials,39566450688.0
VTL,Vardhman Textiles Limited,Consumer Cyclical,189378330624.0
WAAREEENER,Waaree Energies Limited,Technology,887318052864.0
WAAREEINDO,Indosolar Limited,Technology,17101197312.0
WAAREERTL,Waaree Renewable Technologies Limited,Industrials,103839719424.0
WABAG,VA Tech Wabag Limited,Industrials,128107888640.0
WAKEFIT,Wakefit Innovations Limited,Consumer Cyclical,41247485952.0
WALCHANNAG,Walchandnagar Industries Limited,Industrials,20536061952.0
WANBURY,Wanbury Limited,Healthcare,9748092928.0
WCIL,Western Carriers (India) Limited,Industrials,10589068288.0
WEALTH,Wealth First Portfolio Managers Limited,Financial Services,10555909120.0
WEBELSOLAR,Websol Energy System Limited,Technology,46151577600.0
WEIZMANIND,Weizmann Limited,Consumer Cyclical,1361909632.0
WEL,Wonder Electricals Limited,Consumer Cyclical,12529747968.0
WELCORP,Welspun Corp Limited,Basic Materials,376331894784.0
WELENT,Welspun Enterprises Limited,Industrials,78025400320.0
WELINV,Welspun Investments and Commercials Limited,Financial Services,6508104704.0
WELSPLSOL,Welspun Specialty Solutions Limited,,
WELSPUNLIV,Welspun Living Limited,Consumer Cyclical,153775620096.0
WENDT,Wendt (India) Limited,Industrials,15569000448.0
WESTLIFE,WESTLIFE FOODWORLD LIMITED,Consumer Cyclical,76358393856.0
WEWIN,WE WIN LIMITED,Technology,508049984.0
WEWORK,WeWork India Management Limited,Real Estate,86986178560.0
WHEELS,Wheels India Limited,Consumer Cyclical,39486189568.0
WHIRLPOOL,Whirlpool of India Limited,Consumer Cyclical,102957785088.0
WILLAMAGOR,Williamson Magor & Company Limited,Financial Services,287056640.0
WINDLAS,Windlas Biotech Limited,Healthcare,17911214080.0
WINDMACHIN,Windsor Machines Limited,Industrials,32623853568.0
WIPL,The Western India Plywoods Limited,Basic Materials,1456427648.0
WIPRO,Wipro Limited,Technology,1863316013056.0
WOCKPHARMA,Wockhardt Limited,Healthcare,335335096320.0
WONDERLA,Wonderla Holidays Limited,Consumer Cyclical,31162777600.0
WORTHPERI,Worth Peripherals Limited,Consumer Cyclical,2077399424.0
WPIL,WPIL Limited,,
WSI,W S Industries (I) Limited,Industrials,5138113024.0
WSTCSTPAPR,West Coast Paper Mills Limited,Basic Materials,33562753024.0
XCHANGING,Xchanging Solutions Limited,Technology,7225645056.0
XELPMOC,Xelpmoc Design And Tech Limited,Technology,1261064832.0
XPROINDIA,Xpro India Limited,Basic Materials,31736662016.0
XTGLOBAL,Xtglobal Infotech Limited,Technology,4157834752.0
YASHO,Yasho Industries Limited,Basic Materials,35743494144.0
YATHARTH,Yatharth Hospital & Trauma Care Services Limited,Healthcare,83009282048.0
YATRA,Yatra Online Limited,Consumer Cyclical,17638948864.0
YESBANK,Yes Bank Limited,Financial Services,778391650304.0
YUKEN,Yuken India Limited,Industrials,9889152000.0
ZAGGLE,Zaggle Prepaid Ocean Services Limited,Technology,28832206848.0
ZEEL,Zee Entertainment Enterprises Limited,Communication Services,111996559360.0
ZEELEARN,Zee Learn Limited,Consumer Defensive,3178993408.0
ZEEMEDIA,Zee Media Corporation Limited,Communication Services,5409957888.0
ZENITHEXPO,Zenith Exports Limited,Consumer Cyclical,1168288128.0
ZENITHSTL,Zenith Steel Pipes & Industries Limited,Basic Materials,829494976.0
ZENSARTECH,Zensar Technologies Limited,Technology,101585182720.0
ZENTEC,Zen Technologies Limited,Industrials,177382932480.0
ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,Consumer Cyclical,304277979136.0
ZFSTEERING,ZF Steering Gear (India) Limited,Consumer Cyclical,
ZIMLAB,Zim Laboratories Limited,Healthcare,6493356032.0
ZODIAC,Zodiac Energy Limited,,
ZODIACLOTH,Zodiac Clothing Company Limited,Consumer Cyclical,2223559680.0
ZOTA,Zota Health Care LImited,Healthcare,42198790144.0
ZSARACOM,Saraswati Commercial India Limited,,
ZUARI,Zuari Agro Chemicals Limited,Basic Materials,10039667712.0
ZUARIIND,ZUARI INDUSTRIES LIMITED,Industrials,8054321664.0
ZYDUSLIFE,Zydus Lifesciences Limited,Healthcare,1100047187968.0
ZYDUSWELL,Zydus Wellness Limited,Consumer Defensive,170055073792.0
